CODIGO,DESCRIPCION,ENTRADAS,SALIDAS,SALDO,,CODIGO,DESCRIPCION,FECHA ,CANTIDAD,,CODIGO,DESCRIPCION,FECHA,CANTIDAD
FOTQ0112,FORD FIESTA SINC,14,0,14,,FOTQ0112,FORD FIESTA SINC,,14,,FITTQ0112,FORD FIESTA SINC,,
MATQ0113,MAZDA DEMIO  CORTO. ENT,10,0,10,,MATQ0113,MAZDA DEMIO  CORTO. ENT,,10,,MATQ0113,MAZDA DEMIO  CORTO. ENT,,
MATQ0114,MAZDA  FINO BOQUETON INCLINADO . ENT,3,0,3,,MATQ0114,MAZDA  FINO BOQUETON INCLINADO . ENT,,3,,MATQ0114,MAZDA  FINO BOQUETON INCLINADO . ENT,,
MATQ0115,MAZDA DEMIO RAYADO CORTO. R,2,0,2,,MATQ0115,MAZDA DEMIO RAYADO CORTO. R,,2,,MATQ0115,MAZDA DEMIO RAYADO CORTO. R,,
MATQ0116,MAZDA DEMIO AUT. R,2,0,2,,MATQ0116,MAZDA DEMIO AUT. R,,2,,MATQ0116,MAZDA DEMIO AUT. R,,
PETQ0117,PEUGEOT CENTAURO 88-91,2,0,2,,PETQ0117,PEUGEOT CENTAURO 88-91,,2,,MATQ0117,PEUGEOT CENTAURO 88-91,,
PETQ0118,PEUGEOT 307,4,0,4,,PETQ0118,PEUGEOT 307,,4,,MATQ0118,PEUGEOT 307,,
PETQ0119,PEUGEOT CENTAURO BOQUETON ,3,0,3,,PETQ0119,PEUGEOT CENTAURO BOQUETON ,,3,,MATQ0119,PEUGEOT CENTAURO BOQUETON ,,
PETQ0120,PEUGEOT CENTAURO FINO RAYADO ,2,0,2,,PETQ0120,PEUGEOT CENTAURO FINO RAYADO ,,2,,MATQ0120,PEUGEOT CENTAURO FINO RAYADO ,,
CHTQ0121,CHEVROLET  GM CRUZE CORTO,10,0,10,,CHTQ0121,CHEVROLET  GM CRUZE CORTO,,10,,MATQ0121,CHEVROLET  GM CRUZE CORTO,,
PETQ0122,CITROEN,19,0,19,,PETQ0122,CITROEN,,19,,MATQ0122,CITROEN,,
FOTQ0123,FORD MUSTANG 4.0,1,0,1,,FOTQ0123,FORD MUSTANG 4.0,,1,,MATQ0123,FORD MUSTANG 4.0,,
FOTQ0124,FORD MUSTANG 4.0 SAL,1,0,1,,FOTQ0124,FORD MUSTANG 4.0 SAL,,1,,MATQ0124,FORD MUSTANG 4.0 SAL,,
FOTQ0125,FORD WINDSTAR,1,0,1,,FOTQ0125,FORD WINDSTAR,,1,,MATQ0125,FORD WINDSTAR,,
FOTQ0126,FORD MUSTANG F150,9,0,9,,FOTQ0126,FORD MUSTANG F150,,9,,HOTQ0126,FORD MUSTANG F150,,
FOTQ0127,FORD FUSION  RAYADO GRUESO,3,0,3,,FOTQ0127,FORD FUSION  RAYADO GRUESO,,3,,HOTQ0127,FORD FUSION  RAYADO GRUESO,,
FOTQ0128,FORD EXPLORER VIEJO,2,0,2,,FOTQ0128,FORD EXPLORER VIEJO,,2,,HOTQ0128,FORD EXPLORER VIEJO,,
FOTQ0129,FORD EXPLORER ENT,4,0,4,,FOTQ0129,FORD EXPLORER ENT,,4,,HOTQ0129,FORD EXPLORER ENT,,
FOTQ0130,FORD EXPLORER NAVIGATOR ,9,0,9,,FOTQ0130,FORD EXPLORER NAVIGATOR ,,9,,HOTQ0130,FORD EXPLORER NAVIGATOR ,,
FOTQ0131,FORD EXPLORER F4,3,0,3,,FOTQ0131,FORD EXPLORER F4,,3,,HOTQ0131,FORD EXPLORER F4,,
FOTQ0132,FORD EXPEDITION,2,0,2,,FOTQ0132,FORD EXPEDITION,,2,,HOTQ0132,FORD EXPEDITION,,
FOTQ0133,FORD EXPLORER 2013 RAYADO,2,0,2,,FOTQ0133,FORD EXPLORER 2013 RAYADO,,2,,HOTQ0133,FORD EXPLORER 2013 RAYADO,,
FOTQ0134,FORD PICK  RAYADO UP ENT ,2,0,2,,FOTQ0134,FORD PICK  RAYADO UP ENT ,,2,,HOTQ0134,FORD PICK  RAYADO UP ENT ,,
FOTQ0135,FORD PICK UP RAYADO SAL ,14,0,14,,FOTQ0135,FORD PICK UP RAYADO SAL ,,14,,HOTQ0135,FORD PICK UP RAYADO SAL ,,
FOTQ0136,FORD EXPLORER 11-18,1,0,1,,FOTQ0136,FORD EXPLORER 11-18,,1,,HOTQ0136,FORD EXPLORER 11-18,,
FOTQ0137,FORD FORTALEZA RAYADO FX4,2,0,2,,FOTQ0137,FORD FORTALEZA RAYADO FX4,,2,,HOTQ0137,FORD FORTALEZA RAYADO FX4,,
FOTQ0138,FORD ESCAPE 2008 RAYADO,1,0,1,,FOTQ0138,FORD ESCAPE 2008 RAYADO,,1,,HOTQ0138,FORD ESCAPE 2008 RAYADO,,
FOTQ0139,FORD ESCAPE SAL RAYADO 2008,3,0,3,,FOTQ0139,FORD ESCAPE SAL RAYADO 2008,,3,,HOTQ0139,FORD ESCAPE SAL RAYADO 2008,,
FOTQ0140,FORD ESCAPE TRIBUTE 2.0,29,0,29,,FOTQ0140,FORD ESCAPE TRIBUTE 2.0,,29,,HOTQ0140,FORD ESCAPE TRIBUTE 2.0,,
FOTQ0141,FORD ESCAPE TRIBUTE 2.0 SAL,11,0,11,,FOTQ0141,FORD ESCAPE TRIBUTE 2.0 SAL,,11,,HOTQ0141,FORD ESCAPE TRIBUTE 2.0 SAL,,
FOTQ0142,FORD ESCAPE MODERNO,5,0,5,,FOTQ0142,FORD ESCAPE MODERNO,,5,,HOTQ0142,FORD ESCAPE MODERNO,,
FOTQ0143,FORD EXPLORER RAYADO  ENT,2,0,2,,FOTQ0143,FORD EXPLORER RAYADO  ENT,,2,,HOTQ0143,FORD EXPLORER RAYADO  ENT,,
FOTQ0144, ,0,0,0,,,#N/D,,2,,,#N/D,,
HOTQ0145,HONDA ACCORD 03-04 2.3. ENT ,6,0,6,,HOTQ0145,HONDA ACCORD 03-04 2.3. ENT ,,6,,HOTQ0145,HONDA ACCORD 03-04 2.3. ENT ,,
HOTQ0146,HONDA ACCORD 94-97 PRELUDE. ENT ,7,0,7,,HOTQ0146,HONDA ACCORD 94-97 PRELUDE. ENT ,,7,,HOTQ0146,HONDA ACCORD 94-97 PRELUDE. ENT ,,
HOTQ0147,HONDA ODYSSEY. ENT ,4,0,4,,HOTQ0147,HONDA ODYSSEY. ENT ,,4,,HOTQ0147,HONDA ODYSSEY. ENT ,,
HOTQ0148,HONDA CRV 07-09 2.4. SAL ,1,0,1,,HOTQ0148,HONDA CRV 07-09 2.4. SAL ,,1,,HOTQ0148,HONDA CRV 07-09 2.4. SAL ,,
HOTQ0149,HONDA CRV CX.R 2.4 07-09,2,0,2,,HOTQ0149,HONDA CRV CX.R 2.4 07-09,,2,,HOTQ0149,HONDA CRV CX.R 2.4 07-09,,
HOTQ0150,HONDA CIVIC  06. 1.8 CX. R,1,0,1,,HOTQ0150,HONDA CIVIC  06. 1.8 CX. R,,1,,HOTQ0150,HONDA CIVIC  06. 1.8 CX. R,,
HOTQ0151,HONDA CIVIC  E.  07-09 2.4. SAL ,3,0,3,,HOTQ0151,HONDA CIVIC  E.  07-09 2.4. SAL ,,3,,HOTQ0151,HONDA CIVIC  E.  07-09 2.4. SAL ,,
HOTQ0152,HONDA CIVIC E. CX.  SAL,1,0,1,,HOTQ0152,HONDA CIVIC E. CX.  SAL,,1,,HOTQ0152,HONDA CIVIC E. CX.  SAL,,
HOTQ0153,HONDA CIVIC 1.3 EMOTION ,4,0,4,,HOTQ0153,HONDA CIVIC 1.3 EMOTION ,,4,,HOTQ0153,HONDA CIVIC 1.3 EMOTION ,,
HOTQ0154,HONDA CIVIC EVOLUTION 2001 2.4. SAL,3,0,3,,HOTQ0154,HONDA CIVIC EVOLUTION 2001 2.4. SAL,,3,,HOTQ0154,HONDA CIVIC EVOLUTION 2001 2.4. SAL,,
HOTQ0155,HONDA CIVIC R  1.3 BOCA ,8,0,8,,HOTQ0155,HONDA CIVIC R  1.3 BOCA ,,8,,HOTQ0155,HONDA CIVIC R  1.3 BOCA ,,
HOTQ0156,HONDA ACCORD 88-89. 1.8,2,0,2,,HOTQ0156,HONDA ACCORD 88-89. 1.8,,2,,HOTQ0156,HONDA ACCORD 88-89. 1.8,,
HOTQ0157,HONDA CIVIC 2001 E . ENT ,1,0,1,,HOTQ0157,HONDA CIVIC 2001 E . ENT ,,1,,HOTQ0157,HONDA CIVIC 2001 E . ENT ,,
HOTQ0158,HONDA CIVIC. SAL ,1,0,1,,HOTQ0158,HONDA CIVIC. SAL ,,1,,HOTQ0158,HONDA CIVIC. SAL ,,
HOTQ0159,HONDA ACCORD 68 SAL ,7,0,7,,HOTQ0159,HONDA ACCORD 68 SAL ,,7,,HOTQ0159,HONDA ACCORD 68 SAL ,,
HOTQ0160,HONDA CRV FINO 07-09. ENT ,4,0,4,,HOTQ0160,HONDA CRV FINO 07-09. ENT ,,4,,HOTQ0160,HONDA CRV FINO 07-09. ENT ,,
HOTQ0161,HONDA FIT 07-08 1.5 ,5,0,5,,HOTQ0161,HONDA FIT 07-08 1.5 ,,5,,HOTQ0161,HONDA FIT 07-08 1.5 ,,
HOTQ0162,HONDA CRV   97-01 2.0 ENT ,2,0,2,,HOTQ0162,HONDA CRV   97-01 2.0 ENT ,,2,,HOTQ0162,HONDA CRV   97-01 2.0 ENT ,,
HOTQ0163,HONDA CRV 07-09 2..4. ENT,3,0,3,,HOTQ0163,HONDA CRV 07-09 2..4. ENT,,3,,HOTQ0163,HONDA CRV 07-09 2..4. ENT,,
HOTQ0164,HONDA ODYSSEY ENT,9,0,9,,HOTQ0164,HONDA ODYSSEY ENT,,9,,HOTQ0164,HONDA ODYSSEY ENT,,
HOTQ0165,HONDA CRV ENT ,14,0,14,,HOTQ0165,HONDA CRV ENT ,,14,,HOTQ0165,HONDA CRV ENT ,,
FOTQ0166,FORD ASTRA. R,16,0,16,,FOTQ0166,FORD ASTRA. R,,16,,FOTQ0166,FORD ASTRA. R,,
FOTQ0167,FORD FIESTA . R,83,0,83,,FOTQ0167,FORD FIESTA . R,,83,,FOTQ0167,FORD FIESTA . R,,
FOTQ0168,FORD FIESTA SINC,21,0,21,,FOTQ0168,FORD FIESTA SINC,,21,,FOTQ0168,FORD FIESTA SINC,,
FOTQ0169,FORD MUSTANG. SAL ,4,0,4,,FOTQ0169,FORD MUSTANG. SAL ,,4,,FOTQ0169,FORD MUSTANG. SAL ,,
FOTQ0170,FORD MUSTANG  0.4. ENT ,3,0,3,,FOTQ0170,FORD MUSTANG  0.4. ENT ,,3,,FOTQ0170,FORD MUSTANG  0.4. ENT ,,
FOTQ0171,FORD MUSTANG 97- 04,6,0,6,,FOTQ0171,FORD MUSTANG 97- 04,,6,,FOTQ0171,FORD MUSTANG 97- 04,,
FOTQ0172,FORD MUSTANG 05-06,4,0,4,,FOTQ0172,FORD MUSTANG 05-06,,4,,FOTQ0172,FORD MUSTANG 05-06,,
FOTQ0173,FORD FUSION. ENT ,3,0,3,,FOTQ0173,FORD FUSION. ENT ,,3,,FOTQ0173,FORD FUSION. ENT ,,
FOTQ0174,FORD EXPLORER VIEJO ,2,0,2,,FOTQ0174,FORD EXPLORER VIEJO ,,2,,FOTQ0174,FORD EXPLORER VIEJO ,,
FOTQ0175,FORD EXPLORER 06-08. ENT ,6,0,6,,FOTQ0175,FORD EXPLORER 06-08. ENT ,,6,,FOTQ0175,FORD EXPLORER 06-08. ENT ,,
FOTQ0176,FORD EXPLORER NAVIGATOR ,9,0,9,,FOTQ0176,FORD EXPLORER NAVIGATOR ,,9,,FOTQ0176,FORD EXPLORER NAVIGATOR ,,
FOTQ0177,FORD EXPEDITION. R,2,0,2,,FOTQ0177,FORD EXPEDITION. R,,2,,FOTQ0177,FORD EXPEDITION. R,,
FOTQ0178,FORD EXPLORER F1.6 ,3,0,3,,FOTQ0178,FORD EXPLORER F1.6 ,,3,,FOTQ0178,FORD EXPLORER F1.6 ,,
FOTQ0179,FORD FORTALEZA. R,8,0,8,,FOTQ0179,FORD FORTALEZA. R,,8,,FOTQ0179,FORD FORTALEZA. R,,
FOTQ0180,FORD FIESTA POWER AUT UP 97 10 5.4 ,7,0,7,,FOTQ0180,FORD FIESTA POWER AUT UP 97 10 5.4 ,,7,,FOTQ0180,FORD FIESTA POWER AUT UP 97 10 5.4 ,,
FOTQ0181,FORD EXPLORER EDDIE WABER,1,0,1,,FOTQ0181,FORD EXPLORER EDDIE WABER,,1,,FOTQ0181,FORD EXPLORER EDDIE WABER,,
FOTQ0182,FORD EXPLORER 2013,2,0,2,,FOTQ0182,FORD EXPLORER 2013,,2,,FOTQ0182,FORD EXPLORER 2013,,
FOTQ0183,FORD EXPLORER GRANDE ,1,0,1,,FOTQ0183,FORD EXPLORER GRANDE ,,1,,FOTQ0183,FORD EXPLORER GRANDE ,,
FOTQ0184,FORD EXPLORER 54. SAL ,1,0,1,,FOTQ0184,FORD EXPLORER 54. SAL ,,1,,FOTQ0184,FORD EXPLORER 54. SAL ,,
FOTQ0185,FORD UNIVERSAL ,45,0,45,,FOTQ0185,FORD UNIVERSAL ,,45,,FOTQ0185,FORD UNIVERSAL ,,
FOTQ0186,FORD EXPEDITION 98. R,2,0,2,,FOTQ0186,FORD EXPEDITION 98. R,,2,,FOTQ0186,FORD EXPEDITION 98. R,,
FOTQ0187,FORD ESCAPE 2008. R,3,0,3,,FOTQ0187,FORD ESCAPE 2008. R,,3,,FOTQ0187,FORD ESCAPE 2008. R,,
FOTQ0188,FORD ESCAPE TRIBUTE 2008. R,12,0,12,,FOTQ0188,FORD ESCAPE TRIBUTE 2008. R,,12,,FOTQ0188,FORD ESCAPE TRIBUTE 2008. R,,
FOTQ0189,FORD MOUNTAIN EXPLORER ,4,0,4,,FOTQ0189,FORD MOUNTAIN EXPLORER ,,4,,FOTQ0189,FORD MOUNTAIN EXPLORER ,,
FOTQ0190,FORD EXPLORER  60/59,6,0,6,,FOTQ0190,FORD EXPLORER  60/59,,6,,FOTQ0190,FORD EXPLORER  60/59,,
FOTQ0191,FORD EXPLORER  59. ENT ,4,0,4,,FOTQ0191,FORD EXPLORER  59. ENT ,,4,,FOTQ0191,FORD EXPLORER  59. ENT ,,
FOTQ0192,FORD ELITE . R 60,22,0,22,,FOTQ0192,FORD ELITE . R 60,,22,,FOTQ0192,FORD ELITE . R 60,,
FOTQ0193,FORD BRONCO 8CL ,2,0,2,,FOTQ0193,FORD BRONCO 8CL ,,2,,FOTQ0193,FORD BRONCO 8CL ,,
FOTQ0194,FORD  BRONCO 3600,1,0,1,,FOTQ0194,FORD  BRONCO 3600,,1,,FOTQ0194,FORD  BRONCO 3600,,
FOTQ0195,FORD EXPLORER  LISO F,2,0,2,,FOTQ0195,FORD EXPLORER  LISO F,,2,,FOTQ0195,FORD EXPLORER  LISO F,,
FOTQ0196,FORD WIVSTAR. SAL,4,0,4,,FOTQ0196,FORD WIVSTAR. SAL,,4,,FOTQ0196,FORD WIVSTAR. SAL,,
FOTQ0197,FORD ESCAPE TRIBUTE  01-08. SAL,22,0,22,,FOTQ0197,FORD ESCAPE TRIBUTE  01-08. SAL,,22,,FOTQ0197,FORD ESCAPE TRIBUTE  01-08. SAL,,
FOTQ0198,FORD  ESCAPE  CX. R 2.5,1,0,1,,FOTQ0198,FORD  ESCAPE  CX. R 2.5,,1,,FOTQ0198,FORD  ESCAPE  CX. R 2.5,,
FOTQ0199,FORD FOCUS 2008,4,0,4,,FOTQ0199,FORD FOCUS 2008,,4,,FOTQ0199,FORD FOCUS 2008,,
FOTQ0200,FORD LASER . SAL,4,0,4,,FOTQ0200,FORD LASER . SAL,,4,,FOTQ0200,FORD LASER . SAL,,
FOTQ0201,FORD MERCURY. R,18,0,18,,FOTQ0201,FORD MERCURY. R,,18,,FOTQ0201,FORD MERCURY. R,,
FOTQ0202,FORD LASER. ENT ,2,0,2,,FOTQ0202,FORD LASER. ENT ,,2,,FOTQ0202,FORD LASER. ENT ,,
FOTQ0203,FORD FIESTA 1.6 2011,1,0,1,,FOTQ0203,FORD FIESTA 1.6 2011,,1,,FOTQ0203,FORD FIESTA 1.6 2011,,
FOTQ0204,FORD FIESTA TITANIUM ,7,0,7,,FOTQ0204,FORD FIESTA TITANIUM ,,7,,FOTQ0204,FORD FIESTA TITANIUM ,,
FOTQ0205,FORD EXPEDITION  97-02,3,0,3,,FOTQ0205,FORD EXPEDITION  97-02,,3,,FOTQ0205,FORD EXPEDITION  97-02,,
FOTQ0206,FORD EXPLORER VIEJO  54. CM,2,0,2,,FOTQ0206,FORD EXPLORER VIEJO  54. CM,,2,,FOTQ0206,FORD EXPLORER VIEJO  54. CM,,
FOTQ0207,FORD DEL REY. SAL ,2,0,2,,FOTQ0207,FORD DEL REY. SAL ,,2,,FOTQ0207,FORD DEL REY. SAL ,,
FOTQ0208,FORD ECKONOLINE. R ,6,0,6,,FOTQ0208,FORD ECKONOLINE. R ,,6,,FOTQ0208,FORD ECKONOLINE. R ,,
FOTQ0209,FORD ECONOLINE. R,14,0,14,,FOTQ0209,FORD ECONOLINE. R,,14,,FOTQ0209,FORD ECONOLINE. R,,
PETQ0210,PEUGEOT CENTAURO  89-91,7,0,7,,PETQ0210,PEUGEOT CENTAURO  89-91,,7,,PETQ0210,PEUGEOT CENTAURO  89-91,,
PETQ0211,PEUGEOT 307 00-08,4,0,4,,PETQ0211,PEUGEOT 307 00-08,,4,,PETQ0211,PEUGEOT 307 00-08,,
PETQ0212,PEUGEOT CRUZE,12,0,12,,PETQ0212,PEUGEOT CRUZE,,12,,PETQ0212,PEUGEOT CRUZE,,
SUTQ0213,SUBARU,33,0,33,,SUTQ0213,SUBARU,,33,,SUTQ0213,SUBARU,,
SUTQ0214,SUBARU LEGACY. R,4,0,4,,SUTQ0214,SUBARU LEGACY. R,,4,,SUTQ0214,SUBARU LEGACY. R,,
CRTQ0215,CHERY. ARAUCA. ENT,6,0,6,,CRTQ0215,CHERY. ARAUCA. ENT,,6,,SUTQ0215,CHERY. ARAUCA. ENT,,
CRTQ0216,CHERY. ARAUCA. SAL ,43,0,43,,CRTQ0216,CHERY. ARAUCA. SAL ,,43,,SUTQ0216,CHERY. ARAUCA. SAL ,,
CRTQ0217,CHERY. TIGO. ENT,13,0,13,,CRTQ0217,CHERY. TIGO. ENT,,13,,SUTQ0217,CHERY. TIGO. ENT,,
CRTQ0218,CHERY TIGO. SAL,5,0,5,,CRTQ0218,CHERY TIGO. SAL,,5,,SUTQ0218,CHERY TIGO. SAL,,
CRTQ0219,CHERY. ORINOCO. SAL ,14,0,14,,CRTQ0219,CHERY. ORINOCO. SAL ,,14,,SUTQ0219,CHERY. ORINOCO. SAL ,,
CRTQ0220,CHERY. ORINOCO. ENT ,5,0,5,,CRTQ0220,CHERY. ORINOCO. ENT ,,5,,SUTQ0220,CHERY. ORINOCO. ENT ,,
METQ0221,MERCEDEZ. R,55,0,55,,METQ0221,MERCEDEZ. R,,55,,METQ0221,MERCEDEZ. R,,
DOTQ0222,DOGE CARAVAN. R,9,0,9,,DOTQ0222,DOGE CARAVAN. R,,9,,DOTQ0222,DOGE CARAVAN. R,,
DOTQ0223,DOGE DAKOTA. R,2,0,2,,DOTQ0223,DOGE DAKOTA. R,,2,,DOTQ0223,DOGE DAKOTA. R,,
DOTQ0224,DOGE SHAVANA. R,8,0,8,,DOTQ0224,DOGE SHAVANA. R,,8,,DOTQ0224,DOGE SHAVANA. R,,
DOTQ0225,DOGE SHAVANA EXPEDITION,5,0,5,,DOTQ0225,DOGE SHAVANA EXPEDITION,,5,,DOTQ0225,DOGE SHAVANA EXPEDITION,,
DOTQ0226,DOGE CARAVAN. R,22,0,22,,DOTQ0226,DOGE CARAVAN. R,,22,,DOTQ0226,DOGE CARAVAN. R,,
DOTQ0227,DOGE LIBERTY / DAKOTA. R,20,0,20,,DOTQ0227,DOGE LIBERTY / DAKOTA. R,,20,,DOTQ0227,DOGE LIBERTY / DAKOTA. R,,
DOTQ0228,DOGE KK. R,32,0,32,,DOTQ0228,DOGE KK. R,,32,,DOTQ0228,DOGE KK. R,,
ISTQ0229,ISUZU RODEO,4,0,4,,ISTQ0229,ISUZU RODEO,,4,,ISTQ0229,ISUZU RODEO,,
SUTQ0230,SUZUKI. 51. ENT,5,0,5,,SUTQ0230,SUZUKI. 51. ENT,,5,,SUTQ0230,SUZUKI. 51. ENT,,
SUTQ0231,SUZUKI 54. ENT,10,0,10,,SUTQ0231,SUZUKI 54. ENT,,10,,SUTQ0231,SUZUKI 54. ENT,,
SUTQ0232,SUZUKI JIMY,1,0,1,,SUTQ0232,SUZUKI JIMY,,1,,SUTQ0232,SUZUKI JIMY,,
SUTQ0233,SUZUKI STEM 95-02. R,2,0,2,,SUTQ0233,SUZUKI STEM 95-02. R,,2,,SUTQ0233,SUZUKI STEM 95-02. R,,
SUTQ0234,SUZUKI ESCUDO VITARA ,5,0,5,,SUTQ0234,SUZUKI ESCUDO VITARA ,,5,,SUTQ0234,SUZUKI ESCUDO VITARA ,,
SUTQ0235,SUZUKI VITARA 62. SAL ,6,0,6,,SUTQ0235,SUZUKI VITARA 62. SAL ,,6,,SUTQ0235,SUZUKI VITARA 62. SAL ,,
SUTQ0236,SUZUKI VITARA 62. ENT,13,0,13,,SUTQ0236,SUZUKI VITARA 62. ENT,,13,,SUTQ0236,SUZUKI VITARA 62. ENT,,
IVTQ0237,IVECO DAILY ,14,0,14,,IVTQ0237,IVECO DAILY ,,14,,IVTQ0237,IVECO DAILY ,,
IVTQ0238,IVECO MACK ,5,0,5,,IVTQ0238,IVECO MACK ,,5,,IVTQ0238,IVECO MACK ,,
IVTQ0239,IVECO STRALIS ,8,0,8,,IVTQ0239,IVECO STRALIS ,,8,,IVTQ0239,IVECO STRALIS ,,
IVTQ0240,SANY YONG ,6,0,6,,IVTQ0240,SANY YONG ,,6,,IVTQ0240,SANY YONG ,,
FOTQ0241,FORD ASTRA. R,6,0,6,,FOTQ0241,FORD ASTRA. R,,6,,FOTQ0241,FORD ASTRA. R,,
